"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","climate-anxiety","null","null","2","81506","","","","","","",""
"iat","","1731","j","5","124382","atmosphere","nature","nature","school","nature","true",""
"iat","","684","f","7","125320","exam","school","school","school","nature","true",""
"iat","","2615","f","9","128186","library","school","school","school","nature","true",""
"iat","","1035","j","11","129474","flora","nature","nature","school","nature","true",""
"iat","","1005","f","13","130732","assignment","school","school","school","nature","true",""
"iat","","1013","j","15","131998","polar","nature","nature","school","nature","true",""
"iat","","801","f","17","133051","syllabus","school","school","school","nature","true",""
"iat","","1397","j","19","134700","biodiversity","nature","nature","school","nature","true",""
"iat","","595","j","21","135547","biodiversity","nature","nature","school","nature","true",""
"iat","","1123","j","23","136922","atmosphere","nature","nature","school","nature","true",""
"iat","","1771","j","25","138945","mountains","nature","nature","school","nature","true",""
"iat","","1057","j","27","140256","graduation","school","school","school","nature","false",""
"iat","","829","j","29","141339","ecosystem","nature","nature","school","nature","true",""
"iat","","766","f","31","142358","professor","school","school","school","nature","true",""
"iat","","721","j","33","143334","polar","nature","nature","school","nature","true",""
"iat","","906","f","35","144493","graduation","school","school","school","nature","true",""
"iat","","637","f","37","145382","homework","school","school","school","nature","true",""
"iat","","755","f","39","146391","professor","school","school","school","nature","true",""
"iat","","579","f","41","147222","homework","school","school","school","nature","true",""
"iat","","626","f","43","148100","semester","school","school","school","nature","true",""
"iat","","574","f","45","148928","textbook","school","school","school","nature","true",""
"iat","","1185","j","47","150367","ocean","nature","nature","school","nature","true",""
"iat","","621","j","49","151240","ecosystem","nature","nature","school","nature","true",""
"iat","","690","j","51","152182","carbon","nature","nature","school","nature","true",""
"iat","","913","f","53","153349","curriculum","school","school","school","nature","true",""
"iat","","771","j","55","154374","carbon","nature","nature","school","nature","true",""
"iat","","766","f","57","155394","library","school","school","school","nature","true",""
"iat","","913","j","59","156562","rainforest","nature","nature","school","nature","true",""
"iat","","937","j","61","157752","mountains","nature","nature","school","nature","true",""
"iat","","712","j","63","158716","desert","nature","nature","school","nature","true",""
"iat","","587","j","65","159557","flora","nature","nature","school","nature","true",""
"iat","","756","f","67","160566","syllabus","school","school","school","nature","true",""
"iat","","646","f","69","161464","ocean","nature","nature","school","nature","false",""
"iat","","1043","f","71","162760","assignment","school","school","school","nature","true",""
"iat","","603","f","73","163616","semester","school","school","school","nature","true",""
"iat","","675","f","75","164544","curriculum","school","school","school","nature","true",""
"iat","","1703","j","78","167709","relaxation","serenity","serenity","anxiety","serenity","true",""
"iat","","1014","f","80","168975","avoidance","anxiety","anxiety","anxiety","serenity","true",""
"iat","","913","f","82","170141","worry","anxiety","anxiety","anxiety","serenity","true",""
"iat","","971","f","84","171365","tranquility","serenity","serenity","anxiety","serenity","false",""
"iat","","8880","j","86","180498","relaxation","serenity","serenity","anxiety","serenity","true",""
"iat","","6893","j","88","187645","ease","serenity","serenity","anxiety","serenity","true",""
"iat","","2271","j","90","190168","composure","serenity","serenity","anxiety","serenity","true",""
"iat","","1052","f","92","191474","dread","anxiety","anxiety","anxiety","serenity","true",""
"iat","","921","f","94","192648","sweating","anxiety","anxiety","anxiety","serenity","true",""
"iat","","697","j","96","193599","peace","serenity","serenity","anxiety","serenity","true",""
"iat","","651","j","98","194503","contentment","serenity","serenity","anxiety","serenity","true",""
"iat","","922","j","100","195679","quietude","serenity","serenity","anxiety","serenity","true",""
"iat","","2305","j","102","198238","soothing","serenity","serenity","anxiety","serenity","true",""
"iat","","890","f","104","199381","agitation","anxiety","anxiety","anxiety","serenity","true",""
"iat","","800","j","106","200433","discomfort","anxiety","anxiety","anxiety","serenity","false",""
"iat","","918","f","108","201605","fear","anxiety","anxiety","anxiety","serenity","true",""
"iat","","609","f","110","202468","stress","anxiety","anxiety","anxiety","serenity","true",""
"iat","","651","j","112","203372","ease","serenity","serenity","anxiety","serenity","true",""
"iat","","816","j","114","204441","quietude","serenity","serenity","anxiety","serenity","true",""
"iat","","629","j","116","205324","calm","serenity","serenity","anxiety","serenity","true",""
"iat","","717","f","118","206295","avoidance","anxiety","anxiety","anxiety","serenity","true",""
"iat","","708","f","120","207256","tension","anxiety","anxiety","anxiety","serenity","true",""
"iat","","712","f","122","208222","panic","anxiety","anxiety","anxiety","serenity","true",""
"iat","","602","f","124","209076","agitation","anxiety","anxiety","anxiety","serenity","true",""
"iat","","754","j","126","210082","balance","serenity","serenity","anxiety","serenity","true",""
"iat","","701","j","128","211037","contentment","serenity","serenity","anxiety","serenity","true",""
"iat","","705","f","130","211996","worry","anxiety","anxiety","anxiety","serenity","true",""
"iat","","727","j","132","212976","balance","serenity","serenity","anxiety","serenity","true",""
