"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","climate-anxiety","null","null","2","80690","","","","","","",""
"iat","","1471","f","5","3229575","carbon","nature","nature","nature","school","true",""
"iat","","774","j","7","3230604","professor","school","school","nature","school","true",""
"iat","","859","j","9","3231718","textbook","school","school","nature","school","true",""
"iat","","914","f","11","3232886","mountains","nature","nature","nature","school","true",""
"iat","","579","j","13","3233721","graduation","school","school","nature","school","true",""
"iat","","1441","j","15","3235416","curriculum","school","school","nature","school","true",""
"iat","","598","f","17","3236269","ocean","nature","nature","nature","school","true",""
"iat","","1116","j","19","3237640","curriculum","school","school","nature","school","true",""
"iat","","790","j","21","3238684","semester","school","school","nature","school","true",""
"iat","","567","f","23","3239504","mountains","nature","nature","nature","school","true",""
"iat","","1161","j","25","3240920","biodiversity","nature","nature","nature","school","false",""
"iat","","1024","f","27","3242199","flora","nature","nature","nature","school","true",""
"iat","","704","j","29","3243157","exam","school","school","nature","school","true",""
"iat","","715","f","31","3244126","flora","nature","nature","nature","school","true",""
"iat","","593","j","33","3244972","library","school","school","nature","school","true",""
"iat","","556","j","35","3245783","textbook","school","school","nature","school","true",""
"iat","","587","j","37","3246625","homework","school","school","nature","school","true",""
"iat","","768","f","39","3247646","desert","nature","nature","nature","school","true",""
"iat","","874","f","41","3248775","library","school","school","nature","school","false",""
"iat","","1236","j","43","3250265","assignment","school","school","nature","school","true",""
"iat","","548","f","45","3251068","ocean","nature","nature","nature","school","true",""
"iat","","825","j","47","3252147","homework","school","school","nature","school","true",""
"iat","","733","f","49","3253134","ecosystem","nature","nature","nature","school","true",""
"iat","","668","j","51","3254057","graduation","school","school","nature","school","true",""
"iat","","896","f","53","3255207","desert","nature","nature","nature","school","true",""
"iat","","1234","j","55","3256697","atmosphere","nature","nature","nature","school","false",""
"iat","","613","j","57","3257563","assignment","school","school","nature","school","true",""
"iat","","623","f","59","3258440","polar","nature","nature","nature","school","true",""
"iat","","708","j","61","3259403","syllabus","school","school","nature","school","true",""
"iat","","780","f","63","3260436","carbon","nature","nature","nature","school","true",""
"iat","","977","f","65","3261667","rainforest","nature","nature","nature","school","true",""
"iat","","945","f","67","3262866","exam","school","school","nature","school","false",""
"iat","","929","f","69","3264050","ecosystem","nature","nature","nature","school","true",""
"iat","","1137","j","71","3265441","atmosphere","nature","nature","nature","school","false",""
"iat","","782","j","73","3266477","syllabus","school","school","nature","school","true",""
"iat","","799","f","75","3267531","polar","nature","nature","nature","school","true",""
"iat","","695","f","78","3277926","fear","anxiety","anxiety","anxiety","serenity","true",""
"iat","","550","f","80","3278730","stress","anxiety","anxiety","anxiety","serenity","true",""
"iat","","681","f","82","3279664","discomfort","anxiety","anxiety","anxiety","serenity","true",""
"iat","","536","j","84","3280454","contentment","serenity","serenity","anxiety","serenity","true",""
"iat","","816","j","86","3281524","ease","serenity","serenity","anxiety","serenity","true",""
"iat","","1040","f","88","3282819","avoidance","anxiety","anxiety","anxiety","serenity","true",""
"iat","","1115","j","90","3284187","tranquility","serenity","serenity","anxiety","serenity","true",""
