"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","school-anxiety","null","null","2","83197","","","","","","",""
"iat","","1404","j","5","97009","homework","school","school","nature","school","true",""
"iat","","620","j","7","97884","textbook","school","school","nature","school","true",""
"iat","","739","f","9","98878","carbon","nature","nature","nature","school","true",""
"iat","","573","f","11","99706","atmosphere","nature","nature","nature","school","true",""
"iat","","658","j","13","100618","graduation","school","school","nature","school","true",""
"iat","","2236","f","15","103110","polar","nature","nature","nature","school","true",""
"iat","","847","f","17","104213","desert","nature","nature","nature","school","true",""
"iat","","776","j","19","105246","curriculum","school","school","nature","school","true",""
"iat","","825","f","21","106327","flora","nature","nature","nature","school","true",""
"iat","","747","j","23","107329","library","school","school","nature","school","true",""
"iat","","1147","j","25","108730","semester","school","school","nature","school","true",""
"iat","","617","j","27","109600","exam","school","school","nature","school","true",""
"iat","","880","f","29","110735","desert","nature","nature","nature","school","true",""
"iat","","794","j","31","111782","graduation","school","school","nature","school","true",""
"iat","","794","j","33","112833","assignment","school","school","nature","school","true",""
"iat","","761","j","35","113849","syllabus","school","school","nature","school","true",""
"iat","","651","j","37","114756","textbook","school","school","nature","school","true",""
"iat","","609","f","39","115619","carbon","nature","nature","nature","school","true",""
"iat","","737","f","41","116611","ecosystem","nature","nature","nature","school","true",""
"iat","","894","f","43","117760","atmosphere","nature","nature","nature","school","true",""
"iat","","544","f","45","118560","biodiversity","nature","nature","nature","school","true",""
"iat","","721","j","47","119537","professor","school","school","nature","school","true",""
"iat","","1277","j","49","121067","homework","school","school","nature","school","true",""
"iat","","599","f","51","121922","mountains","nature","nature","nature","school","true",""
"iat","","690","j","53","122866","syllabus","school","school","nature","school","true",""
"iat","","618","f","55","123739","rainforest","nature","nature","nature","school","true",""
"iat","","633","f","57","124629","ocean","nature","nature","nature","school","true",""
"iat","","730","f","59","125614","polar","nature","nature","nature","school","true",""
"iat","","851","j","61","126719","professor","school","school","nature","school","true",""
